,Protocol,Service,Prediction
1091,udp,private,DoS
1092,tcp,http,Normal
1093,tcp,http,Normal
1094,tcp,http,Normal
1095,tcp,ftp_data,Normal
1096,tcp,http,Normal
1097,tcp,http,DoS
1098,tcp,other,Probe
1099,tcp,ftp,Normal
1100,tcp,private,DoS
1101,tcp,private,DoS
1102,udp,domain_u,Normal
1103,tcp,http,Normal
1104,tcp,http,Normal
1105,tcp,http,Normal
1106,tcp,smtp,Normal
1107,tcp,http,DoS
1108,tcp,http,DoS
1109,tcp,ftp,Normal
1110,udp,private,Normal
1111,udp,private,DoS
1112,tcp,private,DoS
1113,tcp,private,DoS
1114,tcp,smtp,Normal
1115,udp,private,Normal
1116,tcp,private,DoS
1117,tcp,private,DoS
1118,udp,other,Normal
1119,tcp,other,Normal
1120,tcp,smtp,Normal
1121,tcp,http,DoS
1122,tcp,other,Normal
1123,tcp,http,Normal
1124,tcp,http,Normal
1125,tcp,http,Normal
1126,udp,private,Probe
1127,tcp,private,DoS
1128,udp,private,DoS
1129,tcp,ftp_data,Normal
1130,icmp,ecr_i,DoS
1131,tcp,private,Probe
1132,tcp,private,DoS
1133,tcp,finger,Normal
1134,tcp,smtp,Normal
1135,tcp,http,Normal
1136,tcp,ftp_data,Normal
1137,udp,private,Probe
1138,tcp,telnet,Normal
1139,tcp,private,DoS
1140,tcp,ftp_data,R2L
1141,tcp,other,Probe
1142,udp,domain_u,Normal
1143,udp,private,Probe
1144,tcp,private,DoS
1145,tcp,other,Normal
1146,icmp,eco_i,Probe
1147,tcp,http,Normal
1148,icmp,ecr_i,DoS
1149,tcp,private,Probe
1150,tcp,telnet,Normal
1151,tcp,smtp,Normal
1152,tcp,http,DoS
1153,tcp,finger,DoS
1154,tcp,http,Normal
1155,tcp,private,DoS
1156,tcp,http,DoS
1157,tcp,http,Normal
1158,tcp,http,Normal
1159,tcp,http,Normal
1160,tcp,uucp_path,DoS
1161,tcp,other,DoS
1162,tcp,http,Normal
1163,tcp,http,Normal
1164,udp,private,Normal
1165,tcp,smtp,Normal
1166,tcp,ftp_data,DoS
1167,tcp,telnet,Normal
1168,icmp,ecr_i,DoS
1169,udp,private,Probe
1170,tcp,http,Normal
1171,tcp,ftp,DoS
1172,tcp,http,Normal
1173,tcp,http,Normal
1174,tcp,ftp_data,Normal
1175,udp,private,Normal
1176,tcp,telnet,Normal
1177,tcp,other,DoS
1178,tcp,uucp_path,DoS
1179,tcp,http,Normal
1180,tcp,http,Normal
1181,tcp,private,DoS
1182,tcp,ftp,Normal
1183,udp,private,Probe
1184,tcp,private,DoS
1185,tcp,http,DoS
1186,tcp,http,Normal
1187,tcp,http,Normal
1188,udp,private,Normal
1189,tcp,http,Normal
1190,tcp,other,DoS
1191,tcp,ftp,Normal
1192,tcp,ftp,Normal
1193,tcp,smtp,Normal
1194,tcp,http,Normal
1195,icmp,ecr_i,Normal
1196,tcp,other,Normal
1197,tcp,http,Normal
1198,tcp,ftp_data,DoS
1199,udp,private,DoS
1200,tcp,http,Normal
1201,tcp,private,DoS
1202,tcp,telnet,DoS
1203,tcp,private,DoS
1204,tcp,private,DoS
1205,tcp,http,Normal
1206,tcp,other,Normal
1207,tcp,ftp,Normal
1208,tcp,http,Normal
1209,tcp,private,DoS
1210,tcp,private,DoS
1211,tcp,ftp_data,Normal
1212,tcp,http,DoS
1213,tcp,smtp,Normal
1214,tcp,private,Probe
1215,tcp,private,DoS
1216,udp,private,Probe
1217,tcp,http,Normal
1218,tcp,other,Normal
1219,tcp,other,Normal
1220,tcp,finger,Normal
1221,tcp,http,Normal
1222,tcp,http,DoS
1223,tcp,private,DoS
1224,tcp,other,Probe
1225,icmp,ecr_i,DoS
1226,udp,private,DoS
1227,tcp,other,Normal
1228,tcp,other,Probe
1229,tcp,http,Normal
1230,tcp,other,Normal
1231,tcp,http,Normal
1232,tcp,uucp,DoS
1233,tcp,private,DoS
1234,tcp,http,Normal
1235,tcp,http,Normal
1236,tcp,ftp_data,Normal
1237,tcp,private,DoS
1238,tcp,http,Normal
1239,tcp,http,DoS
1240,tcp,other,Normal
1241,tcp,private,Probe
1242,tcp,smtp,Normal
1243,udp,domain_u,Normal
1244,tcp,other,Probe
1245,icmp,ecr_i,Normal
1246,tcp,other,DoS
1247,tcp,private,DoS
1248,tcp,smtp,Normal
1249,tcp,other,Probe
1250,tcp,http,Normal
1251,tcp,other,DoS
1252,tcp,http,Normal
1253,tcp,ftp_data,Normal
1254,tcp,http,Normal
1255,tcp,http,Normal
1256,tcp,other,Normal
1257,tcp,http,Normal
1258,tcp,telnet,Normal
1259,tcp,other,Normal
1260,tcp,http,Normal
1261,udp,private,DoS
1262,icmp,eco_i,Probe
1263,tcp,http,Normal
1264,tcp,smtp,Normal
1265,tcp,other,DoS
1266,tcp,other,DoS
1267,tcp,http,Normal
1268,tcp,http,Normal
1269,tcp,private,DoS
1270,tcp,private,DoS
1271,udp,private,Normal
1272,tcp,other,DoS
1273,tcp,private,DoS
1274,tcp,other,Normal
1275,icmp,ecr_i,DoS
1276,tcp,http,Normal
1277,tcp,http,Normal
1278,tcp,other,DoS
1279,tcp,http,Normal
1280,icmp,ecr_i,DoS
1281,tcp,http,Normal
1282,tcp,other,DoS
1283,tcp,http,DoS
1284,tcp,http,Normal
1285,tcp,other,Normal
1286,tcp,ftp,Normal
1287,tcp,other,Probe
1288,tcp,private,DoS
1289,tcp,private,DoS
1290,tcp,other,Probe
1291,tcp,telnet,Normal
1292,tcp,http,Normal
1293,tcp,finger,DoS
1294,tcp,ftp_data,R2L
1295,tcp,other,Probe
1296,tcp,private,DoS
1297,tcp,telnet,Normal
1298,udp,private,Normal
1299,tcp,other,Probe
1300,udp,other,Probe
1301,tcp,other,Probe
1302,tcp,private,Probe
1303,udp,private,Normal
1304,udp,domain_u,Normal
1305,tcp,http,Normal
1306,tcp,http,Normal
1307,udp,domain_u,Normal
1308,tcp,http,Normal
1309,tcp,smtp,Normal
1310,tcp,http,DoS
1311,tcp,http,Normal
1312,tcp,private,DoS
1313,tcp,private,Probe
1314,icmp,ecr_i,DoS
1315,tcp,private,DoS
1316,tcp,http,DoS
1317,udp,private,Normal
1318,tcp,telnet,U2R
1319,tcp,ftp_data,Normal
1320,tcp,private,DoS
1321,udp,private,Probe
1322,udp,other,Normal
1323,tcp,other,Probe
1324,tcp,http,Normal
1325,tcp,telnet,Normal
1326,tcp,other,DoS
1327,tcp,other,DoS
1328,udp,private,Probe
1329,tcp,http,Normal
1330,tcp,private,DoS
1331,tcp,http,Normal
1332,tcp,private,DoS
1333,tcp,other,Normal
1334,tcp,other,DoS
1335,tcp,http,Normal
1336,tcp,ftp_data,Normal
1337,tcp,private,DoS
1338,tcp,http,Normal
1339,tcp,http,Normal
1340,tcp,other,Probe
1341,tcp,smtp,Normal
1342,icmp,ecr_i,DoS
1343,tcp,http,Normal
1344,tcp,ftp_data,Normal
1345,tcp,http,Normal
1346,tcp,http,Normal
1347,tcp,private,DoS
1348,udp,domain_u,Normal
1349,tcp,http,Normal
1350,udp,private,Normal
1351,tcp,Z39_50,DoS
1352,tcp,other,Normal
1353,tcp,http,Normal
1354,tcp,other,Probe
1355,udp,private,Normal
1356,tcp,http,Normal
1357,tcp,private,DoS
1358,tcp,http,Normal
1359,tcp,ftp_data,Normal
1360,tcp,other,Normal
1361,tcp,http,Normal
1362,udp,private,Probe
1363,tcp,whois,DoS
1364,tcp,smtp,Normal
1365,udp,private,Normal
1366,tcp,http,Normal
1367,tcp,ftp_data,DoS
1368,icmp,eco_i,Probe
1369,tcp,private,DoS
1370,icmp,eco_i,Normal
1371,tcp,private,DoS
1372,tcp,finger,DoS
1373,udp,private,Probe
1374,tcp,http,Normal
1375,tcp,other,Normal
1376,tcp,private,DoS
1377,tcp,private,DoS
1378,udp,other,Normal
1379,icmp,ecr_i,DoS
1380,tcp,telnet,Normal
1381,tcp,http,Normal
1382,tcp,other,Normal
1383,udp,private,Normal
1384,tcp,http,Normal
1385,tcp,ftp_data,Normal
1386,tcp,other,Normal
1387,tcp,telnet,Normal
1388,tcp,http,Normal
1389,tcp,http,Normal
1390,udp,private,Normal
1391,tcp,http,Normal
1392,tcp,ftp,Normal
1393,tcp,http,Normal
1394,tcp,other,DoS
1395,tcp,telnet,Normal
1396,tcp,http,Normal
1397,udp,private,DoS
1398,udp,domain_u,Normal
1399,tcp,other,Normal
1400,tcp,telnet,Normal
1401,tcp,http,Normal
1402,udp,domain_u,Normal
1403,tcp,private,DoS
1404,tcp,other,Probe
1405,tcp,ftp_data,Normal
1406,icmp,eco_i,Probe
1407,udp,private,Normal
1408,tcp,telnet,Normal
1409,tcp,http,Normal
1410,tcp,http,Normal
1411,tcp,http,Normal
1412,tcp,smtp,Normal
1413,tcp,other,Probe
1414,tcp,telnet,DoS
1415,tcp,http,Normal
1416,tcp,http,Normal
1417,tcp,private,DoS
1418,udp,private,Normal
1419,tcp,private,DoS
1420,udp,domain_u,Normal
1421,tcp,http,Normal
1422,tcp,http,Normal
1423,udp,private,Probe
1424,tcp,ftp_data,Normal
1425,tcp,other,Probe
1426,tcp,private,DoS
1427,tcp,http,DoS
1428,tcp,http,Normal
1429,tcp,other,DoS
1430,tcp,ftp,Normal
1431,tcp,http,Normal
1432,tcp,smtp,DoS
1433,tcp,http,Normal
1434,udp,private,DoS
1435,tcp,telnet,Normal
1436,tcp,other,Normal
1437,tcp,other,DoS
1438,tcp,private,DoS
1439,tcp,http,Normal
1440,tcp,private,DoS
1441,tcp,ftp,Normal
1442,tcp,private,DoS
1443,tcp,ftp_data,R2L
1444,tcp,http,Normal
1445,udp,domain_u,Normal
1446,tcp,http,Normal
1447,icmp,eco_i,Probe
1448,tcp,private,DoS
1449,udp,domain_u,Normal
1450,tcp,http,Normal
1451,tcp,http,Normal
1452,tcp,http,Normal
1453,tcp,smtp,Normal
1454,tcp,time,DoS
1455,tcp,ftp,Normal
1456,tcp,http,Normal
1457,tcp,telnet,Normal
1458,tcp,other,DoS
1459,tcp,uucp_path,DoS
1460,tcp,http,Normal
1461,tcp,other,Probe
1462,tcp,smtp,Normal
1463,tcp,http,Normal
1464,tcp,private,DoS
1465,udp,private,Normal
1466,tcp,telnet,Normal
1467,tcp,ftp_data,Normal
1468,icmp,eco_i,Probe
1469,tcp,smtp,Normal
1470,tcp,private,DoS
1471,tcp,http,Normal
1472,udp,private,Normal
1473,tcp,http,DoS
1474,icmp,ecr_i,DoS
1475,tcp,ftp,Normal
1476,udp,private,DoS
1477,tcp,http,Normal
1478,tcp,private,DoS
1479,tcp,other,Normal
1480,tcp,http,Normal
1481,tcp,other,DoS
1482,tcp,other,Probe
1483,tcp,http,Normal
1484,udp,private,DoS
1485,tcp,http,Normal
1486,icmp,ecr_i,DoS
1487,tcp,http,Normal
1488,tcp,http,Normal
1489,tcp,http,Normal
1490,tcp,http,Normal
1491,icmp,ecr_i,DoS
1492,tcp,http,Normal
1493,tcp,smtp,Normal
1494,udp,other,Normal
1495,tcp,http,Normal
1496,tcp,http,Normal
1497,udp,private,Normal
1498,tcp,http,Normal
1499,tcp,smtp,Normal
1500,tcp,private,DoS
1501,udp,private,Probe
1502,tcp,http,Normal
1503,tcp,private,DoS
1504,tcp,ftp,Normal
1505,tcp,private,DoS
1506,tcp,http,DoS
1507,tcp,http,Normal
1508,tcp,http,Normal
1509,tcp,http,DoS
1510,tcp,http,Normal
1511,tcp,http,Normal
1512,tcp,ftp,Normal
1513,tcp,private,DoS
1514,tcp,courier,DoS
1515,tcp,http,Normal
1516,icmp,other,Normal
1517,tcp,http,Normal
1518,tcp,http,Normal
1519,tcp,other,Normal
1520,tcp,http,Normal
1521,tcp,other,DoS
1522,tcp,ftp,Normal
1523,tcp,http,Normal
1524,tcp,http,Normal
1525,tcp,http,Normal
1526,udp,private,DoS
1527,icmp,ecr_i,DoS
1528,tcp,smtp,Normal
1529,tcp,telnet,Normal
1530,tcp,ftp,Normal
1531,tcp,http,DoS
1532,tcp,http,Normal
1533,tcp,http,Normal
1534,tcp,auth,DoS
1535,tcp,http,Normal
1536,tcp,finger,Normal
1537,tcp,http,Normal
1538,tcp,smtp,Normal
1539,tcp,http,Normal
1540,tcp,http,Normal
1541,tcp,other,Normal
1542,tcp,http,Normal
1543,tcp,http,Normal
1544,tcp,telnet,Normal
1545,tcp,http,Normal
1546,tcp,other,Normal
1547,tcp,other,DoS
1548,tcp,http,Normal
1549,tcp,telnet,Normal
1550,tcp,http,Normal
1551,tcp,http,Normal
1552,tcp,other,Probe
1553,tcp,other,Normal
1554,tcp,http,Normal
1555,tcp,http,Normal
1556,tcp,other,DoS
1557,tcp,other,Probe
1558,tcp,http,Normal
1559,tcp,other,Normal
1560,tcp,other,Normal
1561,tcp,other,DoS
1562,tcp,http,Normal
1563,tcp,whois,DoS
1564,tcp,other,DoS
1565,tcp,other,DoS
1566,tcp,ftp,Normal
1567,icmp,ecr_i,DoS
1568,udp,domain_u,Normal
1569,tcp,http,Normal
1570,udp,domain_u,Normal
1571,tcp,telnet,DoS
1572,tcp,http,Normal
1573,tcp,private,DoS
1574,tcp,http,Normal
1575,tcp,private,DoS
1576,tcp,http,Normal
1577,tcp,other,Probe
1578,tcp,smtp,Normal
1579,tcp,http,Normal
1580,udp,private,DoS
1581,icmp,ecr_i,DoS
1582,tcp,private,DoS
1583,tcp,ftp,Normal
1584,tcp,private,DoS
1585,tcp,other,DoS
1586,tcp,private,DoS
1587,tcp,http,Normal
1588,icmp,ecr_i,DoS
1589,tcp,ftp_data,Normal
1590,tcp,private,DoS
1591,tcp,private,DoS
1592,tcp,iso_tsap,DoS
1593,tcp,private,DoS
1594,tcp,smtp,Normal
1595,tcp,http,Normal
1596,tcp,other,Probe
1597,tcp,http,Normal
1598,tcp,private,DoS
1599,tcp,http,Normal
1600,tcp,other,Normal
1601,tcp,http,Normal
1602,tcp,http,Normal
1603,udp,domain_u,Normal
1604,tcp,http,DoS
1605,tcp,http,Normal
1606,tcp,http,Normal
1607,tcp,telnet,Normal
1608,tcp,telnet,Normal
1609,tcp,other,Probe
1610,tcp,telnet,Normal
1611,tcp,telnet,Normal
1612,tcp,http,Normal
1613,tcp,private,Probe
1614,icmp,ecr_i,DoS
1615,tcp,http,Normal
1616,tcp,telnet,Normal
1617,tcp,ftp_data,Normal
1618,tcp,other,Normal
1619,tcp,telnet,Normal
1620,tcp,http,Normal
1621,tcp,other,DoS
1622,udp,private,DoS
1623,udp,domain_u,Normal
1624,tcp,other,Normal
1625,tcp,http,Normal
1626,udp,private,Probe
1627,tcp,other,DoS
1628,tcp,http,Normal
1629,tcp,http,Normal
1630,udp,private,Normal
1631,tcp,private,DoS
1632,tcp,http,Normal
1633,tcp,telnet,Normal
1634,tcp,other,Normal
1635,udp,domain_u,Normal
1636,tcp,telnet,Normal
1637,tcp,http,Normal
1638,tcp,http,Normal
1639,tcp,other,Probe
1640,tcp,finger,Normal
1641,tcp,http,Normal
1642,tcp,telnet,Normal
1643,tcp,http,Normal
1644,tcp,private,DoS
1645,tcp,smtp,Normal
1646,tcp,http,Normal
1647,tcp,telnet,Normal
1648,tcp,http,Normal
1649,udp,private,Normal
1650,tcp,http,Normal
1651,tcp,other,DoS
1652,tcp,http,Normal
1653,tcp,smtp,Normal
1654,tcp,http,Normal
1655,tcp,other,Normal
1656,tcp,http,Normal
1657,tcp,other,Probe
1658,udp,private,Probe
1659,tcp,http,Normal
1660,tcp,other,Normal
1661,tcp,http,Normal
1662,tcp,ftp,Normal
1663,tcp,private,DoS
1664,tcp,http,DoS
1665,tcp,smtp,Normal
1666,tcp,http,Normal
1667,tcp,ftp_data,Normal
1668,tcp,http,Normal
1669,tcp,private,DoS
1670,tcp,ftp,Normal
1671,udp,domain_u,Normal
1672,tcp,http,Normal
1673,tcp,http,Normal
1674,tcp,ftp_data,R2L
1675,tcp,telnet,Normal
1676,tcp,http,Normal
1677,tcp,http,Normal
1678,tcp,other,Probe
1679,tcp,http,Normal
1680,tcp,http,Normal
1681,tcp,http,Normal
1682,tcp,courier,DoS
1683,tcp,http,Normal
1684,tcp,http,Normal
1685,tcp,private,DoS
1686,icmp,ecr_i,DoS
1687,tcp,private,DoS
1688,tcp,private,DoS
1689,tcp,http,Normal
1690,tcp,smtp,Normal
1691,tcp,http,Normal
1692,tcp,http,Normal
1693,tcp,ftp,Normal
1694,tcp,ftp_data,Normal
1695,tcp,http,Normal
1696,tcp,private,DoS
1697,tcp,http,Normal
1698,tcp,telnet,Probe
1699,tcp,other,DoS
1700,icmp,other,DoS
1701,tcp,ftp,Normal
1702,tcp,http,Normal
1703,tcp,smtp,Normal
1704,tcp,smtp,Normal
1705,tcp,private,DoS
1706,tcp,private,DoS
1707,udp,domain_u,Normal
1708,udp,domain_u,Normal
1709,tcp,telnet,Normal
1710,tcp,http,Normal
1711,tcp,smtp,Normal
1712,udp,private,Normal
1713,tcp,http,Normal
1714,tcp,http,Normal
1715,udp,domain_u,Normal
1716,udp,domain_u,Normal
1717,tcp,whois,DoS
1718,tcp,http,Normal
1719,tcp,telnet,Normal
1720,udp,private,Probe
1721,tcp,http,Normal
1722,udp,private,Normal
1723,tcp,auth,Normal
1724,tcp,other,Probe
1725,tcp,http,DoS
1726,udp,private,Normal
1727,icmp,ecr_i,DoS
1728,tcp,smtp,Normal
1729,tcp,private,DoS
1730,udp,private,DoS
1731,tcp,http,Normal
1732,tcp,http,DoS
1733,tcp,private,DoS
1734,tcp,private,DoS
1735,tcp,telnet,Normal
1736,tcp,http,Normal
1737,tcp,time,DoS
1738,udp,domain_u,Normal
1739,udp,private,Normal
1740,icmp,ecr_i,DoS
1741,tcp,http,Normal
1742,tcp,other,Normal
1743,tcp,private,DoS
1744,tcp,private,DoS
1745,tcp,http,Normal
1746,tcp,http,Normal
1747,tcp,http,DoS
1748,tcp,http,Normal
1749,icmp,ecr_i,DoS
1750,icmp,eco_i,Probe
1751,tcp,private,DoS
1752,tcp,http,Normal
1753,tcp,http,Normal
1754,udp,private,Probe
1755,tcp,uucp_path,DoS
1756,tcp,smtp,Normal
1757,tcp,http,Normal
1758,icmp,ecr_i,DoS
1759,tcp,private,DoS
1760,tcp,other,Probe
1761,icmp,other,Normal
1762,udp,private,Normal
1763,tcp,other,Probe
1764,tcp,http,Normal
1765,tcp,telnet,DoS
1766,tcp,http,Normal
1767,tcp,other,Normal
1768,tcp,other,Normal
1769,tcp,http,Normal
1770,tcp,http,Normal
1771,tcp,http,Normal
1772,tcp,http,Normal
1773,tcp,smtp,Normal
1774,tcp,telnet,Normal
1775,tcp,other,DoS
1776,tcp,smtp,Normal
1777,tcp,other,Probe
1778,tcp,http,Normal
1779,tcp,ftp,Normal
1780,tcp,private,DoS
1781,icmp,eco_i,Probe
1782,tcp,http,Normal
1783,tcp,http,DoS
1784,tcp,private,DoS
1785,tcp,private,DoS
1786,tcp,smtp,Normal
1787,udp,private,Normal
1788,tcp,ftp_data,Normal
1789,tcp,http,Normal
1790,tcp,private,DoS
1791,tcp,telnet,Normal
1792,icmp,eco_i,Probe
1793,tcp,http,Normal
1794,tcp,other,Normal
1795,tcp,smtp,Normal
1796,tcp,telnet,Normal
1797,tcp,private,Probe
1798,tcp,smtp,Normal
1799,tcp,http,Normal
1800,tcp,ftp_data,Normal
1801,tcp,http,Normal
1802,tcp,telnet,Normal
1803,tcp,private,DoS
1804,tcp,http,Normal
1805,tcp,http,Normal
1806,tcp,other,DoS
1807,tcp,private,DoS
1808,tcp,private,DoS
1809,tcp,private,DoS
1810,tcp,private,DoS
1811,tcp,http,Normal
1812,icmp,ecr_i,DoS
1813,udp,domain_u,Normal
1814,tcp,other,DoS
1815,tcp,http,Normal
1816,tcp,http,Normal
1817,tcp,courier,DoS
1818,tcp,http,Normal
1819,tcp,http,Normal
1820,udp,other,Normal
1821,tcp,http,Normal
1822,tcp,http,Normal
1823,tcp,other,Probe
1824,udp,private,Normal
1825,tcp,other,DoS
1826,tcp,http,DoS
1827,tcp,http,Normal
1828,tcp,http,DoS
1829,tcp,http,Normal
1830,tcp,http,Normal
1831,tcp,other,DoS
1832,tcp,smtp,Probe
1833,tcp,http,Normal
1834,tcp,private,Probe
1835,tcp,http,Normal
1836,tcp,private,DoS
1837,tcp,http,Normal
1838,tcp,http,Normal
1839,tcp,other,Normal
1840,tcp,smtp,Normal
1841,tcp,http,Normal
1842,tcp,ftp,Normal
1843,icmp,ecr_i,DoS
1844,tcp,private,Probe
1845,tcp,http,Normal
1846,tcp,private,DoS
1847,tcp,private,DoS
1848,tcp,other,DoS
1849,tcp,http,Normal
1850,udp,private,Normal
1851,tcp,other,Probe
1852,tcp,private,DoS
1853,tcp,private,DoS
1854,icmp,ecr_i,DoS
1855,tcp,telnet,Normal
1856,tcp,private,DoS
1857,tcp,other,Normal
1858,tcp,http,Normal
1859,tcp,http,Normal
1860,tcp,http,Normal
1861,tcp,other,Normal
1862,tcp,http,Normal
1863,tcp,telnet,DoS
1864,tcp,other,Probe
1865,udp,private,Normal
1866,tcp,http,Normal
1867,tcp,other,Normal
1868,tcp,http,Normal
1869,tcp,http,Normal
1870,tcp,http,Normal
1871,tcp,private,DoS
1872,udp,private,Normal
1873,tcp,http,DoS
1874,udp,private,Normal
1875,tcp,other,Probe
1876,udp,private,Normal
1877,tcp,ftp_data,Normal
1878,tcp,private,DoS
1879,tcp,http,Normal
1880,tcp,private,DoS
1881,tcp,private,DoS
1882,tcp,http,Normal
1883,tcp,ftp,Normal
1884,icmp,eco_i,Probe
1885,udp,other,Normal
1886,tcp,private,DoS
1887,tcp,ftp,Normal
1888,tcp,smtp,Normal
1889,tcp,smtp,Normal
1890,udp,domain_u,Normal
1891,tcp,http,Normal
1892,tcp,http,Normal
1893,tcp,private,DoS
1894,tcp,other,DoS
1895,udp,private,Normal
1896,tcp,http,Normal
1897,tcp,http,Normal
1898,tcp,other,Normal
1899,udp,private,DoS
1900,tcp,other,Probe
1901,tcp,telnet,DoS
1902,tcp,ftp,Normal
1903,tcp,other,Normal
1904,tcp,private,DoS
1905,tcp,private,DoS
1906,tcp,http,Normal
1907,tcp,http,DoS
1908,tcp,private,DoS
1909,tcp,http,DoS
1910,icmp,ecr_i,DoS
1911,tcp,private,DoS
1912,tcp,private,DoS
1913,tcp,private,DoS
1914,tcp,other,Probe
1915,tcp,http,Normal
1916,tcp,other,Probe
1917,tcp,http,Normal
1918,tcp,http,Normal
1919,tcp,http,Normal
1920,tcp,http,Normal
1921,tcp,ftp_data,R2L
1922,tcp,other,Normal
1923,tcp,http,Normal
1924,tcp,http,Normal
1925,tcp,other,Probe
1926,tcp,private,DoS
1927,tcp,http,DoS
1928,tcp,private,DoS
1929,udp,private,Probe
1930,tcp,http,Normal
1931,tcp,http,Normal
1932,tcp,http,DoS
1933,udp,private,Probe
1934,udp,private,Probe
1935,tcp,other,Probe
1936,tcp,telnet,Normal
1937,tcp,http,Normal
1938,tcp,private,DoS
1939,tcp,http,Normal
1940,tcp,other,Probe
1941,icmp,ecr_i,DoS
1942,icmp,ecr_i,DoS
1943,tcp,http,DoS
1944,udp,domain_u,Normal
1945,tcp,private,DoS
1946,icmp,ecr_i,DoS
1947,tcp,other,DoS
1948,tcp,private,DoS
1949,tcp,http,Normal
1950,tcp,other,Probe
1951,tcp,smtp,Normal
1952,tcp,http,Normal
1953,tcp,ftp,Normal
1954,tcp,http,Normal
1955,tcp,http,DoS
1956,tcp,other,Probe
1957,tcp,http,Normal
1958,tcp,ftp_data,R2L
1959,tcp,private,DoS
1960,tcp,smtp,Normal
1961,tcp,ftp,Normal
1962,tcp,private,DoS
1963,tcp,http,Normal
1964,tcp,finger,Normal
1965,udp,private,Probe
1966,tcp,http,Normal
1967,tcp,http,Normal
1968,tcp,http,Normal
1969,icmp,ecr_i,DoS
1970,tcp,http,DoS
1971,tcp,http,Normal
1972,tcp,private,DoS
1973,tcp,smtp,Normal
1974,tcp,http,DoS
1975,tcp,private,DoS
1976,tcp,private,DoS
1977,udp,domain_u,Normal
1978,tcp,http,Normal
1979,tcp,private,DoS
1980,tcp,auth,Normal
1981,tcp,private,DoS
1982,tcp,private,DoS
1983,tcp,smtp,Normal
1984,tcp,other,DoS
1985,tcp,other,Probe
1986,tcp,private,DoS
1987,udp,domain_u,Normal
1988,tcp,other,Probe
1989,tcp,http,Normal
1990,udp,private,Normal
1991,tcp,other,Normal
1992,udp,domain_u,Normal
1993,tcp,ftp_data,Normal
1994,tcp,http,Normal
1995,tcp,other,Normal
1996,tcp,telnet,DoS
1997,udp,private,Probe
1998,tcp,http,Normal
1999,tcp,ftp,Normal
2000,tcp,other,Normal
2001,tcp,other,Normal
2002,tcp,http,DoS
2003,tcp,private,DoS
2004,tcp,http,Normal
2005,tcp,private,DoS
2006,tcp,http,Normal
2007,tcp,http,DoS
2008,tcp,private,DoS
2009,tcp,other,Probe
2010,tcp,http,Normal
2011,tcp,ftp_data,R2L
2012,tcp,telnet,Normal
2013,tcp,http,Normal
2014,tcp,other,DoS
2015,tcp,http,Normal
2016,tcp,private,DoS
2017,tcp,ftp,Normal
2018,tcp,http,Normal
2019,tcp,http,DoS
2020,icmp,ecr_i,DoS
2021,tcp,http,DoS
2022,tcp,other,Probe
2023,tcp,ftp_data,R2L
2024,udp,private,DoS
2025,icmp,other,Normal
2026,tcp,smtp,Normal
2027,tcp,private,DoS
2028,tcp,smtp,Normal
2029,tcp,finger,DoS
2030,tcp,http,Normal
2031,udp,private,Normal
2032,tcp,other,Normal
2033,tcp,private,Probe
2034,tcp,http,Normal
2035,tcp,telnet,Normal
2036,tcp,telnet,Normal
2037,tcp,http,Normal
2038,tcp,http,Normal
2039,tcp,bgp,DoS
2040,tcp,http,Normal
2041,udp,private,Normal
2042,tcp,private,DoS
2043,udp,private,Normal
2044,tcp,telnet,Normal
2045,tcp,http,Normal
2046,tcp,other,DoS
2047,tcp,ftp,Normal
2048,tcp,http,Normal
2049,tcp,http,Normal
2050,tcp,http,Normal
2051,udp,domain_u,Normal
2052,icmp,ecr_i,Normal
2053,tcp,telnet,Normal
2054,tcp,http,Normal
2055,tcp,finger,Normal
2056,tcp,other,Normal
2057,tcp,ftp_data,DoS
2058,udp,private,DoS
2059,tcp,http,Normal
2060,tcp,smtp,Normal
2061,tcp,other,Probe
2062,tcp,http,Normal
2063,tcp,ftp,Normal
